BSSID,Channel,Privacy,Ciper,Auth,Power,ESSID,Lat,Lon
02:1D:D6:1C:A2:80,-75,02:1D:D6:1C:A2:80,None
02:1D:D6:1F:0B:10,-79,02:1D:D6:1F:0B:10,None
02:1D:D6:2D:16:B0,-59,02:1D:D6:2D:16:B0,None
02:1D:D6:6A:FA:40,-63,02:1D:D6:6A:FA:40,None
02:1D:D6:6C:08:60,-75,02:1D:D6:6C:08:60,None
2C:27:D7:F6:5C:05,-65,02:21:71:F5:E5:F4,HPJ610a.F65C05
60:D8:19:A3:E2:18,-83,02:21:B1:6C:1E:6C,HPCP1525-a3e218
02:22:10:B5:C9:01,-77,02:22:10:B5:C9:01,PELROD2
68:B5:99:2B:A9:FC,-47,02:22:82:DD:20:DC,HP-nomodel.2DCB2F
00:25:F2:E5:66:6A,-79,02:26:82:C5:C0:4A,AlsPlace_Guest
02:26:82:C5:C0:4A,-65,02:26:82:C5:C0:4A,AlsPlace_Guest
02:6B:9E:68:E8:EA,-71,02:6B:9E:68:E8:EA,DIRECT-VY-VIZIOTV
02:71:CC:26:D1:00,-63,02:71:CC:26:D1:00,DIRECT-4X-BRAVIA
02:90:7F:21:2A:F8,-73,02:90:7F:21:2A:F8,BVDC-Guest
02:AC:E0:53:91:C0,-65,02:AC:E0:53:91:C0,None
02:AC:E0:5B:20:E0,-71,02:AC:E0:5B:20:E0,None
02:AC:E0:E2:10:30,-67,02:AC:E0:E2:10:30,None
02:F8:93:1D:69:F0,-59,02:F8:93:1D:69:F0,None
02:F8:93:41:36:00,-73,02:F8:93:41:36:00,None
02:F8:93:A2:85:D0,-51,02:F8:93:A2:85:D0,None
02:F8:93:A2:F2:C0,-65,02:F8:93:A2:F2:C0,None
02:F8:93:A2:F6:D0,-79,02:F8:93:A2:F6:D0,None
02:F8:93:A3:16:50,-77,02:F8:93:A3:16:50,None
02:F8:93:F3:3D:50,-61,02:F8:93:F3:3D:50,None
04:18:D6:7B:6F:20,-79,04:18:D6:7B:6F:20,Eichhoernchen
04:18:D6:7B:6F:21,-77,04:18:D6:7B:6F:21,guest monkey
04:18:D6:7D:02:A0,-77,04:18:D6:7D:02:A0,ScrippsNet
04:18:D6:7D:02:A1,-79,04:18:D6:7D:02:A1,ScrippsNet - Guest
04:18:D6:7D:2C:40,-83,04:18:D6:7D:2C:40,ScrippsNet
00:40:8C:F6:17:09,-83,04:18:D6:7D:68:00,ScrippsNet
04:18:D6:7D:68:00,-79,04:18:D6:7D:68:00,ScrippsNet
04:4E:5A:19:A3:30,-73,04:4E:5A:19:A3:30,KelpieLarkspur
04:4E:5A:1A:9D:C2,-67,04:4E:5A:1A:9D:C2,RUIZCASTRO2.4
04:4E:5A:1D:26:6F,-73,04:4E:5A:1D:26:6F,Boulder Holiday 
04:4E:5A:20:E8:0E,-79,04:4E:5A:20:E8:0E,Boulder6
04:4E:5A:94:D7:EA,-71,04:4E:5A:94:D7:EA,thepinkhouse2
04:4E:5A:9A:60:31,-83,04:4E:5A:9A:60:31,Hold The Door
04:4E:5A:C7:C9:89,-79,04:4E:5A:C7:C9:89,Nope - not your wifi
04:4E:5A:C7:DB:B3,-77,04:4E:5A:C7:DB:B3,NWC
04:A1:51:17:19:75,-81,04:A1:51:17:19:75,NETGEAR65
00:90:A9:F7:B7:98,-71,04:A1:51:18:5E:53,NETGEAR10
04:A1:51:18:5E:53,-61,04:A1:51:18:5E:53,NETGEAR10
D8:CF:9C:1B:46:74,-71,04:A1:51:18:5E:53,NETGEAR10
D8:FC:93:2A:0F:E4,-61,04:A1:51:18:5E:53,NETGEAR10
04:A1:51:1B:E5:22,-81,04:A1:51:1B:E5:22,Storage14
04:A1:51:21:A7:92,-65,04:A1:51:21:A7:92,NETGEAR39
04:A1:51:26:71:AC,-79,04:A1:51:26:71:AC,KIR Collection
04:A1:51:36:88:9D,-83,04:A1:51:36:88:9D,TSAhome_2GEXT
04:A1:51:49:AE:CC,-77,04:A1:51:49:AE:CC,ngHub_31943ANN00DAC
04:A1:51:5D:E7:67,-77,04:A1:51:5D:E7:67,ngHub_3EX344NH010EC
04:A1:51:8D:CA:87,-61,04:A1:51:8D:CA:87,Tienkenlaw
04:A1:51:90:A7:40,-75,04:A1:51:90:A7:40,blanco
04:A1:51:9A:3C:C7,-83,04:A1:51:9A:3C:C7,MyPlace
04:A1:51:AC:EC:DC,-77,04:A1:51:AC:EC:DC,NETGEAR56
04:A1:51:B0:76:2B,-47,04:A1:51:B0:76:2B,PorterWillis
04:A1:51:C2:B0:9E,-77,04:A1:51:C2:B0:9E,Treehouse Learning_EXT
04:A1:51:C6:CB:7C,-77,04:A1:51:C6:CB:7C,seawing
04:A1:51:DC:5A:DF,-73,04:A1:51:DC:5A:DF,NETGEAR21
04:BF:6D:28:24:6E,-71,04:BF:6D:28:24:6E,FuckLoveShack
04:BF:6D:28:F3:3F,-79,04:BF:6D:28:F3:3F,CenturyLink6743
04:BF:6D:A8:8B:29,-77,04:BF:6D:A8:8B:29,shri
04:BF:6D:D0:34:1F,-83,04:BF:6D:D0:34:1F,CenturyLink2171
04:BF:6D:DF:CA:96,-73,04:BF:6D:DF:CA:96,Cybertech
04:BF:6D:FC:17:C1,-65,04:BF:6D:FC:17:C2,Divine Canine
04:BF:6D:FC:17:C2,-43,04:BF:6D:FC:17:C2,Divine Canine
C8:1F:66:AC:73:0B,-55,04:BF:6D:FC:17:C2,Divine Canine
06:18:0A:27:E0:08,-77,06:18:0A:27:E0:08,Balfour_Guest
06:18:0A:38:05:B8,-71,06:18:0A:38:05:B8,Balfour_Guest
06:18:0A:79:DC:87,-71,06:18:0A:79:DC:87,Balfour_Guest
06:18:0A:81:F0:A6,-77,06:18:0A:81:F0:A6,Balfour_Guest
06:18:0A:81:F0:D4,-73,06:18:0A:81:F0:D4,Balfour_Guest
06:18:0A:81:F8:3A,-71,06:18:0A:81:F8:3A,Balfour_Guest
06:18:0A:81:FA:A0,-73,06:18:0A:81:FA:A0,Balfour_Guest
06:18:0A:82:B9:DC,-77,06:18:0A:82:B9:DC,Balfour_Guest
06:1D:CF:8B:6C:00,-71,06:1D:CF:8B:6C:00,xfinitywifi
06:1D:D0:07:84:70,-79,06:1D:D0:07:84:70,xfinitywifi
06:1D:D0:08:D0:B0,-79,06:1D:D0:08:D0:B0,xfinitywifi
06:1D:D0:1A:2D:10,-75,06:1D:D0:1A:2D:10,xfinitywifi
06:1D:D0:6F:96:10,-73,06:1D:D0:6F:96:10,xfinitywifi
06:1D:D0:EA:24:10,-75,06:1D:D0:EA:24:10,xfinitywifi
06:1D:D1:0A:09:B0,-65,06:1D:D1:0A:09:B0,xfinitywifi
06:1D:D1:1B:FC:C0,-63,06:1D:D1:1B:FC:C0,xfinitywifi
06:1D:D1:2B:7B:C0,-75,06:1D:D1:2B:7B:C0,xfinitywifi
06:1D:D1:36:35:30,-51,06:1D:D1:36:35:30,xfinitywifi
06:1D:D1:77:39:E0,-63,06:1D:D1:77:39:E0,xfinitywifi
06:1D:D2:0A:32:F0,-73,06:1D:D2:0A:32:F0,xfinitywifi
06:1D:D2:3F:55:00,-73,06:1D:D2:3F:55:00,xfinitywifi
06:1D:D2:61:0F:C0,-77,06:1D:D2:61:0F:C0,xfinitywifi
06:1D:D2:69:D2:50,-67,06:1D:D2:69:D2:50,xfinitywifi
06:1D:D2:69:FE:40,-69,06:1D:D2:69:FE:40,xfinitywifi
06:1D:D3:0F:94:C0,-75,06:1D:D3:0F:94:C0,xfinitywifi
06:1D:D3:52:30:F0,-81,06:1D:D3:52:30:F0,xfinitywifi
06:1D:D3:A2:F3:A0,-55,06:1D:D3:A2:F3:A0,xfinitywifi
06:1D:D3:AF:ED:50,-59,06:1D:D3:AF:ED:50,xfinitywifi
06:1D:D4:8B:A3:F0,-65,06:1D:D4:8B:A3:F0,xfinitywifi
06:1D:D4:8D:1D:20,-77,06:1D:D4:8D:1D:20,xfinitywifi
06:1D:D4:8D:5C:B0,-51,06:1D:D4:8D:5C:B0,xfinitywifi
06:1D:D5:20:56:80,-77,06:1D:D5:20:56:80,xfinitywifi
06:1D:D5:20:73:50,-71,06:1D:D5:20:73:50,xfinitywifi
06:1D:D5:87:9F:50,-69,06:1D:D5:87:9F:50,xfinitywifi
06:1D:D5:FA:E4:70,-51,06:1D:D5:FA:E4:70,xfinitywifi
06:1D:D6:1F:03:A0,-75,06:1D:D6:1F:03:A0,xfinitywifi
06:1D:D6:1F:0B:10,-75,06:1D:D6:1F:0B:10,xfinitywifi
06:1D:D6:2D:16:B0,-61,06:1D:D6:2D:16:B0,xfinitywifi
06:1D:D6:6A:FA:40,-61,06:1D:D6:6A:FA:40,xfinitywifi
06:1D:D6:6D:AB:50,-71,06:1D:D6:6D:AB:50,xfinitywifi
06:26:B0:FE:6B:15,-69,06:26:B0:FE:6B:15,Lucia Robinson's Guest Network
06:26:BB:74:83:C5,-73,06:26:BB:74:83:C5,A&M-2
06:26:BB:79:BF:FF,-63,06:26:BB:79:BF:FF, Michael Laage's Guest Network
06:3E:0C:AD:ED:F0,-65,06:3E:0C:AD:ED:F0,xfinitywifi
06:4E:5A:1A:9D:C2,-65,06:4E:5A:1A:9D:C2,None
06:4E:5A:1D:26:6F,-71,06:4E:5A:1D:26:6F,None
06:4E:5A:93:64:73,-77,06:4E:5A:93:64:73,None
06:4E:5A:93:7B:2A,-75,06:4E:5A:93:7B:2A,None
06:4E:5A:94:D7:EA,-77,06:4E:5A:94:D7:EA,None
06:4E:5A:A7:41:0B,-79,06:4E:5A:A7:41:0B,None
06:4E:5A:C7:C9:89,-79,06:4E:5A:C7:C9:89,None
06:4E:5A:C7:DB:B3,-81,06:4E:5A:C7:DB:B3,None
06:8E:F2:63:A4:B8,-61,06:8E:F2:63:A4:B8,Peace Guest_EXT
06:A1:51:8D:CA:87,-73,06:A1:51:8D:CA:87,Tienkenguest
06:AC:E0:3D:4F:C0,-81,06:AC:E0:3D:4F:C0,xfinitywifi
06:AC:E0:53:E5:00,-77,06:AC:E0:53:E5:00,xfinitywifi
06:AC:E0:75:CF:80,-77,06:AC:E0:75:CF:80,xfinitywifi
06:AC:E0:E2:10:30,-67,06:AC:E0:E2:10:30,xfinitywifi
06:F8:93:1D:69:F0,-59,06:F8:93:1D:69:F0,xfinitywifi
06:F8:93:41:36:00,-73,06:F8:93:41:36:00,xfinitywifi
06:F8:93:A2:85:D0,-61,06:F8:93:A2:85:D0,xfinitywifi
06:F8:93:A2:F2:C0,-69,06:F8:93:A2:F2:C0,xfinitywifi
06:F8:93:A2:F6:D0,-83,06:F8:93:A2:F6:D0,xfinitywifi
06:F8:93:A3:16:50,-73,06:F8:93:A3:16:50,xfinitywifi
06:F8:93:F3:3D:50,-61,06:F8:93:F3:3D:50,xfinitywifi
06:F8:93:F9:92:D0,-77,06:F8:93:F9:92:D0,xfinitywifi
08:05:81:A1:48:37,-71,08:05:81:A1:48:37,None
08:05:81:A1:55:77,-81,08:05:81:A1:55:77,None
08:3E:0C:AD:ED:F0,-67,08:3E:0C:AD:ED:F0,Bricker
08:5B:0E:B0:C1:BB,-69,08:5B:0E:B0:C1:BB,Burger King
08:5B:0E:E8:07:8F,-81,08:5B:0E:E8:07:8F,SP
08:60:6E:BE:6D:40,-67,08:60:6E:BE:6D:40,4N6
08:60:6E:EA:E0:E0,-61,08:60:6E:EA:E0:E0,ASUS
08:62:66:3A:4D:B0,-77,08:62:66:3A:4D:B0,goldshome
08:62:66:3D:83:80,-61,08:62:66:3D:83:80,CrestNetAP
08:62:66:3F:87:10,-77,08:62:66:3F:87:10,bernina
08:62:66:8E:2C:D0,-77,08:62:66:8E:2C:D0,GSV Death and Gravity
08:62:66:8E:5E:40,-65,08:62:66:8E:5E:40,Foxy
08:62:66:8E:5E:41,-63,08:62:66:8E:5E:41,Fox-Guest
08:86:3B:04:7C:34,-73,08:86:3B:04:7C:34,chalet millert
08:86:3B:0E:78:79,-67,08:86:3B:0E:78:79,belkin.879
08:86:3B:30:FD:7E,-67,08:86:3B:30:FD:7E,Green Tea
08:86:3B:58:40:C4,-79,08:86:3B:58:40:C4,Studio
08:86:3B:71:A2:50,-79,08:86:3B:71:A2:50,belkin.250
08:86:3B:84:9F:B2,-77,08:86:3B:84:9F:B2,belkin.fb2
08:86:3B:98:F8:42,-69,08:86:3B:98:F8:42,belkin.842
0A:18:D6:2F:BF:4E,-61,0A:18:D6:2F:BF:4E,CRLPC
0A:18:D6:57:7F:0F,-73,0A:18:D6:57:7F:0F,WoodWireless
80:2A:A8:06:4C:98,-73,0A:18:D6:57:7F:0F,WoodWireless
00:05:04:03:02:01,-63,0A:18:D6:61:F2:A6,LuLu's BBQ
04:18:D6:60:F2:A6,-29,0A:18:D6:61:F2:A6,LuLu's BBQ
0A:18:D6:61:F2:A6,-29,0A:18:D6:61:F2:A6,LuLu's BBQ
0C:30:21:7C:71:67,-63,0A:18:D6:61:F2:A6,LuLu's BBQ
0C:3E:9F:DA:05:34,-63,0A:18:D6:61:F2:A6,LuLu's BBQ
2C:1F:23:5C:8B:FD,-63,0A:18:D6:61:F2:A6,LuLu's BBQ
4C:66:41:4C:E8:FB,-65,0A:18:D6:61:F2:A6,LuLu's BBQ
4C:66:41:50:9F:B7,-69,0A:18:D6:61:F2:A6,LuLu's BBQ
4C:66:41:E9:20:51,-59,0A:18:D6:61:F2:A6,LuLu's BBQ
60:BE:B5:FA:56:82,-63,0A:18:D6:61:F2:A6,LuLu's BBQ
60:F1:89:7D:C6:61,-63,0A:18:D6:61:F2:A6,LuLu's BBQ
76:54:7D:A0:5D:55,-35,0A:18:D6:61:F2:A6,LuLu's BBQ
80:00:6E:A6:31:F7,-69,0A:18:D6:61:F2:A6,LuLu's BBQ
A4:77:33:76:D6:A4,-59,0A:18:D6:61:F2:A6,LuLu's BBQ
B8:F6:B1:12:4E:25,-67,0A:18:D6:61:F2:A6,LuLu's BBQ
C0:1A:DA:95:BA:4B,-67,0A:18:D6:61:F2:A6,LuLu's BBQ
CC:29:F5:C4:3D:B5,-69,0A:18:D6:61:F2:A6,LuLu's BBQ
D0:87:E2:BB:3B:CD,-73,0A:18:D6:61:F2:A6,LuLu's BBQ
E0:AC:CB:E0:4D:A5,-57,0A:18:D6:61:F2:A6,LuLu's BBQ
E4:9A:79:C6:E8:CA,-61,0A:18:D6:61:F2:A6,LuLu's BBQ
FC:E9:98:CA:1B:F7,-63,0A:18:D6:61:F2:A6,LuLu's BBQ
0A:18:D6:6B:0A:4D,-71,0A:18:D6:6B:0A:4D,RHS
34:E6:D7:09:F6:49,-77,0A:18:D6:6B:0A:4D,RHS
D4:BE:D9:47:2F:21,-71,0A:18:D6:6B:0A:4D,RHS
E0:06:E6:80:94:C7,-71,0A:18:D6:6B:0A:4D,RHS
0A:18:D6:CB:01:AE,-71,0A:18:D6:CB:01:AE,Therapy_WAP
0A:86:3B:58:40:C5,-79,0A:86:3B:58:40:C5,belkin.0c4.guests
0C:54:A5:60:E2:98,-65,0C:54:A5:60:E2:98,Alansalinas2.4
0C:54:A5:60:E2:99,-65,0C:54:A5:60:E2:99,None
0C:54:A5:60:E2:9A,-59,0C:54:A5:60:E2:9A,xfinitywifi
0C:54:A5:7B:32:C8,-73,0C:54:A5:7B:32:C8,HAPPYDAY
0C:54:A5:7B:32:C9,-75,0C:54:A5:7B:32:C9,None
0C:54:A5:7B:32:CA,-77,0C:54:A5:7B:32:CA,xfinitywifi
0C:54:A5:7B:DA:90,-73,0C:54:A5:7B:DA:90,HOME-6CD7-2.4
0C:54:A5:7B:DA:91,-71,0C:54:A5:7B:DA:91,None
0C:54:A5:7B:DA:92,-69,0C:54:A5:7B:DA:92,xfinitywifi
0C:54:A5:8D:1E:F0,-75,0C:54:A5:8D:1E:F0,HOME-F64F-2.4
0C:54:A5:8D:1E:F1,-77,0C:54:A5:8D:1E:F1,None
0C:54:A5:8D:1E:F2,-75,0C:54:A5:8D:1E:F2,xfinitywifi
0C:54:A5:D2:EF:B0,-77,0C:54:A5:D2:EF:B0,Inalambrico23
0C:54:A5:E1:11:F9,-77,0C:54:A5:E1:11:F9,None
0C:54:A5:E9:00:52,-75,0C:54:A5:E9:00:52,xfinitywifi
0C:54:A5:EE:80:10,-73,0C:54:A5:EE:80:10,Hollyhock8571-2.4
0C:54:A5:EE:80:11,-73,0C:54:A5:EE:80:11,None
0C:54:A5:EE:80:12,-75,0C:54:A5:EE:80:12,xfinitywifi
0C:F8:93:1D:69:F0,-57,0C:F8:93:1D:69:F0,HOME-69F2
0C:F8:93:44:62:90,-77,0C:F8:93:44:62:90,HOME-6292
0C:F8:93:A2:85:D0,-57,0C:F8:93:A2:85:D0,HOME-85D2
0C:F8:93:A2:DE:A0,-85,0C:F8:93:A2:DE:A0,HOME-DEA2
0C:F8:93:A2:F2:C0,-67,0C:F8:93:A2:F2:C0,HOME-F2C2
0C:F8:93:A2:F6:D0,-83,0C:F8:93:A2:F6:D0,None
0C:F8:93:A3:16:50,-77,0C:F8:93:A3:16:50,Wendysea 
0C:F8:93:F3:3D:50,-57,0C:F8:93:F3:3D:50,HOME-3D52
0C:F8:93:F9:92:D0,-65,0C:F8:93:F9:92:D0,ANDERSEN
0E:18:0A:79:DC:87,-77,0E:18:0A:79:DC:87,fpos
0E:18:0A:81:F0:A6,-75,0E:18:0A:81:F0:A6,fpos
0E:18:0A:81:F0:D4,-73,0E:18:0A:81:F0:D4,fpos
0E:18:0A:81:F8:3A,-75,0E:18:0A:81:F8:3A,fpos
0E:18:0A:81:FA:A0,-75,0E:18:0A:81:FA:A0,fpos
0E:18:0A:82:B9:DC,-75,0E:18:0A:82:B9:DC,fpos
0E:18:D6:2F:BF:4E,-61,0E:18:D6:2F:BF:4E,CRL_Guest
0E:51:A4:00:93:CC,-67,0E:51:A4:00:93:CC,xfinitywifi
0E:51:A4:14:E4:BC,-77,0E:51:A4:14:E4:BC,xfinitywifi
0E:51:A4:16:4C:2C,-79,0E:51:A4:16:4C:2C,xfinitywifi
0E:51:A4:48:B5:80,-79,0E:51:A4:48:B5:80,xfinitywifi
0E:51:A4:B1:B1:86,-61,0E:51:A4:B1:B1:86,xfinitywifi
10:08:B1:29:7F:AC,-63,10:08:B1:29:7F:AC,HP-Print-AC-LaserJet 1102
10:0D:7F:4B:36:F1,-81,10:0D:7F:4B:36:F1,GP2
10:0D:7F:56:AD:9C,-69,10:0D:7F:56:AD:9C,rpg wireless
10:0D:7F:58:AD:5A,-47,10:0D:7F:58:AD:5A,NETGEAR83
10:0D:7F:67:01:B8,-69,10:0D:7F:67:01:B8,None
10:0D:7F:70:62:56,-71,10:0D:7F:70:62:56,NETGEAR00
A4:8D:3B:6E:82:9A,-75,10:0D:7F:70:62:56,NETGEAR00
10:0D:7F:B7:2F:B5,-81,10:0D:7F:B7:2F:B5,Empire Storage
10:0D:7F:D7:6C:95,-77,10:0D:7F:D7:6C:95,CG3000DV2C0
10:5F:06:10:7A:35,-83,10:5F:06:10:7A:35,TreasuresConsignmentHome
10:5F:06:16:5F:45,-73,10:5F:06:16:5F:45,CenturyLink7539
10:5F:06:21:14:15,-79,10:5F:06:21:14:15,CenturyLink2211
00:0D:4B:BE:1E:4D,-71,10:5F:06:3D:0F:B5,LunchLessons
00:0E:58:42:58:34,-63,10:5F:06:3D:0F:B5,LunchLessons
00:0E:58:59:45:F6,-69,10:5F:06:3D:0F:B5,LunchLessons
00:0E:58:59:B7:DC,-75,10:5F:06:3D:0F:B5,LunchLessons
10:5F:06:3D:0F:B0,-77,10:5F:06:3D:0F:B5,LunchLessons
10:5F:06:3D:0F:B5,-63,10:5F:06:3D:0F:B5,LunchLessons
10:5F:06:3E:B3:25,-73,10:5F:06:3E:B3:25,AestheticSolutions
10:5F:06:4B:0D:10,-67,10:5F:06:4B:0D:15,CenturyLink4975
10:5F:06:4B:0D:15,-65,10:5F:06:4B:0D:15,CenturyLink4975
EC:F0:0E:3D:97:99,-67,10:5F:06:4B:0D:15,CenturyLink4975
10:5F:06:52:DD:30,-81,10:5F:06:52:DD:35,None
10:5F:06:52:DD:35,-69,10:5F:06:52:DD:35,None
4C:BB:58:8E:EA:2B,-81,10:5F:06:52:DD:35,None
10:5F:06:54:D8:A5,-69,10:5F:06:54:D8:A5,CriglerHome
10:5F:06:56:82:E5,-77,10:5F:06:56:82:E5,CenturyLink1376
10:5F:06:56:96:C5,-75,10:5F:06:56:96:C5,CenturyLink1694
10:5F:06:64:B8:15,-77,10:5F:06:64:B8:15,CenturyLink0015
E4:CE:8F:41:8A:86,-79,10:5F:06:64:B8:15,CenturyLink0015
10:5F:06:74:2A:65,-63,10:5F:06:74:2A:65,CenturyLink3981
10:5F:06:7A:AC:75,-49,10:5F:06:7A:AC:75,TheShadow
10:5F:06:7E:D3:D5,-77,10:5F:06:7E:D3:D5,Alibaba
10:5F:06:86:F8:55,-55,10:5F:06:86:F8:55,CenturyLink5152
10:5F:06:91:FE:D5,-69,10:5F:06:91:FE:D5,CenturyLink8104
10:5F:06:94:BF:25,-67,10:5F:06:94:BF:25,CenturyLink2573
10:5F:06:9A:5E:65,-81,10:5F:06:9A:5E:65,Labyrinth
10:7B:EF:9A:6B:05,-67,10:7B:EF:9A:6B:05,CenturyLink5394
10:7B:EF:9D:D8:61,-79,10:7B:EF:9D:D8:61,CenturyLink6510
10:7B:EF:A9:DD:5D,-71,10:7B:EF:A9:DD:5D,CenturyLink1738
10:86:8C:1B:64:B4,-79,10:86:8C:1B:64:B4,Jetsanddogs
10:86:8C:1B:B3:56,-75,10:86:8C:1B:B3:56,elDiablo
10:86:8C:1C:37:2C,-81,10:86:8C:1C:37:2C,Ferrera
10:86:8C:1E:94:86,-77,10:86:8C:1E:94:86,Jayroad01
10:86:8C:1E:B7:9A,-43,10:86:8C:1E:B7:9A,JJ6
10:86:8C:2F:35:0C,-79,10:86:8C:2F:35:0C,BigBadFred-2.4
10:86:8C:31:2B:AA,-71,10:86:8C:31:2B:AA,wookie
10:86:8C:31:2D:44,-73,10:86:8C:31:2D:44,ourwifi
10:86:8C:33:F3:94,-81,10:86:8C:33:F3:94,Ralphies Wifi
10:86:8C:50:44:B8,-79,10:86:8C:50:44:B8,Barcelona10
10:86:8C:53:37:04,-23,10:86:8C:53:37:04,joeo
10:86:8C:59:07:A6,-69,10:86:8C:59:07:A6,igloo
10:86:8C:67:00:90,-75,10:86:8C:67:00:90,NSASurveillance
10:86:8C:6E:99:2C,-63,10:86:8C:6E:99:2C,TinyAcres
10:86:8C:71:55:F4,-61,10:86:8C:71:55:F4,ramirez
10:86:8C:71:76:BA,-61,10:86:8C:71:76:BA,RMJB4618
C8:69:CD:7B:9A:06,-63,10:86:8C:71:76:BA,RMJB4618
10:86:8C:79:6A:E6,-77,10:86:8C:79:6A:E6,Wendy
10:86:8C:7C:39:CE,-61,10:86:8C:7C:39:CE,BawanQ8
6C:40:08:94:E7:3E,-63,10:86:8C:7C:39:CE,BawanQ8
10:86:8C:80:56:6C,-75,10:86:8C:80:56:6C,lonecrow
10:86:8C:83:AA:56,-69,10:86:8C:83:AA:56,Home_4090
D4:63:FE:F5:95:94,-73,10:86:8C:83:AA:56,Home_4090
10:86:8C:92:C0:CC,-75,10:86:8C:92:C0:CC,CiaralovesSiah
10:86:8C:C5:95:60,-85,10:86:8C:C5:95:60,comcasttahoe
10:86:8C:CD:64:20,-81,10:86:8C:CD:64:20,leslieb308
10:86:8C:E2:88:50,-67,10:86:8C:E2:88:50,BigModem2.4
10:86:8C:E3:5C:12,-67,10:86:8C:E3:5C:12,Argoth
10:86:8C:E3:D7:FA,-65,10:86:8C:E3:D7:FA,jklmachine
10:9A:DD:84:47:55,-77,10:9A:DD:84:47:55,KickPuncher III
10:9A:DD:88:55:BB,-67,10:9A:DD:88:55:BB,voltage
10:9F:A9:AE:1E:F5,-75,10:9F:A9:AE:1E:F5,CenturyLink0790
10:9F:A9:B7:0B:65,-73,10:9F:A9:B7:0B:65,CenturyLink2501
10:9F:A9:B9:07:D5,-79,10:9F:A9:B9:07:D5,CenturyLink0336
10:C3:7B:41:C0:20,-73,10:C3:7B:41:C0:20,Steve&Michele-wireless
10:C3:7B:51:D5:C8,-79,10:C3:7B:51:D5:C8,Home
72:EB:7B:13:12:60,-79,10:C3:7B:51:D5:C8,Home
10:C3:7B:54:FB:90,-73,10:C3:7B:54:FB:90,ASUS
10:C3:7B:99:1E:30,-79,10:C3:7B:99:1E:30,Genkinet
10:C3:7B:9A:1D:38,-75,10:C3:7B:9A:1D:38,Ranch House Network
10:C3:7B:9A:D3:10,-75,10:C3:7B:9A:D3:10,1364 Golden Eagle
10:C3:7B:D1:91:40,-75,10:C3:7B:D1:91:40,Camelot
78:2B:CB:94:32:29,-75,10:C3:7B:D1:91:40,Camelot
10:C3:7B:D1:91:41,-75,10:C3:7B:D1:91:41,welcome
10:C3:7B:DF:BC:C8,-77,10:C3:7B:DF:BC:C8,termscout-conf-room
84:D4:7E:C3:83:88,-79,10:C3:7B:DF:BC:C8,termscout-conf-room
10:DA:43:09:4D:A3,-75,10:DA:43:09:4D:A3,NETGEAR_EXT
10:DA:43:0D:E6:FE,-75,10:DA:43:0D:E6:FE,farnet
00:80:92:C2:84:58,-75,10:DA:43:48:0A:CC,SweetCow
10:DA:43:48:0A:CC,-47,10:DA:43:48:0A:CC,SweetCow
10:DA:43:48:8C:E4,-75,10:DA:43:48:8C:E4,NETGEAR81
10:DA:43:75:AB:42,-77,10:DA:43:75:AB:42,PuraVida
10:FE:ED:E6:4B:15,-81,10:FE:ED:E6:4B:15,TrackingCookie24
12:18:0A:83:6D:08,-73,12:18:0A:83:6D:08,None
12:7B:EF:8E:97:88,-71,12:7B:EF:8E:97:88,RauschHouse
12:7B:EF:90:53:98,-61,12:7B:EF:90:53:98,CenturyLink1673
12:7B:EF:94:4B:68,-61,12:7B:EF:94:4B:68,CenturyLink7357
12:86:8C:1B:64:B4,-73,12:86:8C:1B:64:B4,None
12:86:8C:1B:B3:56,-77,12:86:8C:1B:B3:56,None
12:86:8C:1C:37:2C,-79,12:86:8C:1C:37:2C,None
12:86:8C:1E:94:86,-75,12:86:8C:1E:94:86,None
12:86:8C:1E:A0:C0,-73,12:86:8C:1E:A0:C0,None
12:86:8C:1E:B7:9A,-41,12:86:8C:1E:B7:9A,None
12:86:8C:31:2B:AA,-71,12:86:8C:31:2B:AA,None
12:86:8C:31:2D:44,-75,12:86:8C:31:2D:44,None
12:86:8C:35:08:92,-79,12:86:8C:35:08:92,None
12:86:8C:38:91:A6,-75,12:86:8C:38:91:A6,None
12:86:8C:41:2F:3C,-81,12:86:8C:41:2F:3C,None
12:86:8C:50:44:B8,-79,12:86:8C:50:44:B8,None
12:86:8C:53:37:04,-23,12:86:8C:53:37:04,None
12:86:8C:59:07:A6,-75,12:86:8C:59:07:A6,None
12:86:8C:71:55:F4,-65,12:86:8C:71:55:F4,None
12:86:8C:71:56:94,-79,12:86:8C:71:56:94,None
12:86:8C:71:76:BA,-63,12:86:8C:71:76:BA,None
12:86:8C:7C:39:CE,-61,12:86:8C:7C:39:CE,None
12:86:8C:80:56:6C,-75,12:86:8C:80:56:6C,None
12:86:8C:83:AA:56,-67,12:86:8C:83:AA:56,None
12:86:8C:92:C0:CC,-81,12:86:8C:92:C0:CC,None
12:86:8C:CD:64:20,-81,12:86:8C:CD:64:20,None
12:86:8C:CD:7F:32,-75,12:86:8C:CD:7F:32,None
12:86:8C:E2:88:50,-59,12:86:8C:E2:88:50,None
12:86:8C:E3:5C:12,-67,12:86:8C:E3:5C:12,None
12:86:8C:E3:D7:FA,-57,12:86:8C:E3:D7:FA,None
00:0E:58:7A:14:D8,-81,12:90:7F:21:2A:F8,BVDC-Internal
